"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.time","Input.image_url","Input.image_url2","Answer.author","Answer.bitly","Answer.quote","Answer.title","Approve","Reject"
"2CZ8MZ9O9Z6PH7AG4E8H2RLFRQ51AP","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2L5DP8PJWKUIYB8G5IH3KZ0BB3RI7Q","A2SD7GN80U31GW","Approved","Sun Mar 02 03:56:12 GMT 2014","Sun Mar 02 03:57:21 GMT 2014","Mon Mar 03 19:57:21 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","69","100% (161/161)","100% (161/161)","100% (1/1)","7:14","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Russell Banks","http://bit.ly/NHZ8hw","In seconds the woman appeared to be sleeping. The train followed the glittering waters of the Rhine north and west into the German heartland. At exactly 7:14 A.M . central European time, as scheduled, the night train from Zurich arrived at the ...","The Reserve"
"2ZO2NJQ21724UC1B0QBLNVEBVRKXPT","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2FD8I9NZW6HJK9Z8Y5N74869L3EWMG","A2SD7GN80U31GW","Approved","Sun Mar 02 00:49:59 GMT 2014","Sun Mar 02 00:51:26 GMT 2014","Mon Mar 03 16:51:26 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","87","100% (161/161)","100% (161/161)","100% (1/1)","7:15","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Echo Heron","http://bit.ly/1kEIfiU","... like lifetime free ride vouchers, sure that they are entitled to some kind of hop-to priority service. The winner of the Medicaid Abuser of the Year Award went to the patient who came in via ambulance at 7:15 A.M., complaining of a sore throat.","Tending Lives: Nurses on the Medical Front"
"20N1Y7QEOZF3BVC6M8DOQXRDTUZHEZ","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2DPUYT3DHJHUPEO7EVVYJRSXE770TX","AMEMFG7OIAS61","Approved","Sun Mar 02 07:56:52 GMT 2014","Sun Mar 02 07:57:42 GMT 2014","Mon Mar 03 23:57:42 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","50","100% (247/247)","100% (247/247)","100% (50/50)","7:16","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Michelle Richmond","http://bit.ly/NiyrQv","... asylum, ex- convicts who want a friend releasedfrom prison. The worst kind ofhostage taker isone who hasno set demands, one who alreadyfeels his life is worth nothing, someone with nothing tolose. 13 7:16 a.m. I turn up the volume on the.","Golden State: A Novel"
"2IJK274J79KVH9C2HJXU8FCD5VEHFH","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2XLL0XULRGNYWMEGGSO5QP7NBBD4QQ","A2SD7GN80U31GW","Approved","Sun Mar 02 01:00:03 GMT 2014","Sun Mar 02 01:01:03 GMT 2014","Mon Mar 03 17:01:03 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","60","100% (161/161)","100% (161/161)","100% (1/1)","7:17","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Scott Patterson","http://bit.ly/1hQcBwW","Smelcer said, “Hold it a minute, Leo. Tom Theobald just walked in."" Theobald was chairman of Continental. After a few minutes, Smelcer was back. “Leo. we're okay. Tom said go ahead. You've got your money."" It was 7:17 A.M., three minutes ...","The Quants: How a New Breed of Math Whizzes Conquered Wall ..."
"2C6X7H57DZKU0HF8AS8DX25L98Q1BK","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","29NXX2Q45UUPBR9AHXN1YS8OL9TASV","A2SD7GN80U31GW","Approved","Sun Mar 02 00:32:27 GMT 2014","Sun Mar 02 00:35:44 GMT 2014","Mon Mar 03 16:35:44 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","197","100% (161/161)","100% (161/161)","100% (1/1)","7:18","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Robert K. Massie","http://bit.ly/OOj1oe","At 7:18 a.m., when the German ships first arrived off Hartlepool, Hipper could see the streetlights of the town and the flames of factory furnaces. Hartlepool was known to be a defended port and the young captain of the submarine U-27, which ...","Castles of Steel: Britain, Germany, and the Winning of the ..."
"2CO6RLPHIT3MGZLPEXX2YJQ22XJ9HH","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","2118D8J3VE71DV4HSR73XCK8F36IYZ","AMEMFG7OIAS61","Approved","Sun Mar 02 08:03:20 GMT 2014","Sun Mar 02 08:04:06 GMT 2014","Tue Mar 04 00:04:06 PST 2014","Sun Mar 02 07:32:09 PST 2014","","","46","100% (247/247)","100% (247/247)","100% (50/50)","7:19","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","James Ellroy","http://bit.ly/1d9N6qO","They buckled and pitched loreword. The masked men shot them in the head point-blank. The thuds and skull crack muifle-echoed. it's 7:19 am. it's still quiet. There's no loot traific and car-crash hubbub yet. Noise now—two gunshots plus loud ...","Blood's A Rover"
"2T7WZ9RNDWITG431M2UD4GU14OUET6","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","2H51X3V0FK0H9NDD8GD70KK9Q0SFM5","A2SD7GN80U31GW","Approved","Sun Mar 02 02:56:39 GMT 2014","Sun Mar 02 02:58:23 GMT 2014","Mon Mar 03 18:58:23 PST 2014","Sun Mar 02 07:32:09 PST 2014","","","104","100% (161/161)","100% (161/161)","100% (1/1)","7:20","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Laura Buzo","http://bit.ly/1bWoN14","Basketball practice at 7:20 a.m. Double history, double math. Work after school from four till nine. I'll leave the house at 6:20 a.m. in my sports gear and take the bus(es) to school by 7:20. It's too cold to walk now that it's winter. I pack my tote ...","Love and Other Perishable Items"
"29TRI8IUB2YZUBUBM8CBEL0FC9Q6IW","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","2GKK9RJ85OZNKHSG4PGMZOQ5J5J7V8","A2SD7GN80U31GW","Approved","Sun Mar 02 01:43:14 GMT 2014","Sun Mar 02 01:44:04 GMT 2014","Mon Mar 03 17:44:04 PST 2014","Sun Mar 02 07:32:09 PST 2014","","","50","100% (161/161)","100% (161/161)","100% (1/1)","7:21","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Jan Bozarth","http://bit.ly/1mNyuUf","NIy green digital alarm clock read 7 :21 a.m. l\/Iy sheets were cool and soft to the touch, and I was wearing my pajamas. Although I was glad to be home, I felt a twinge of regret For the new Friends I had left in Aventurine. I didn't know when I'd ...","The Fairy Godmother Academy #5: Sumi's Book"
"2JVIPDOBDDPDAM7EOS488MB3RTQ1CR","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","2NGBDDP8PJWPFGO2R123139Z5LAG5P","AMEMFG7OIAS61","Approved","Sun Mar 02 08:01:32 GMT 2014","Sun Mar 02 08:02:20 GMT 2014","Tue Mar 04 00:02:20 PST 2014","Sun Mar 02 07:32:09 PST 2014","","","48","100% (247/247)","100% (247/247)","100% (50/50)","7:22","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Sandra Neil Wallace","http://bit.ly/1mNTavx","... back and throw that football like you ownit,” Coach hollers. He maneuvers the bus past can't me, and I see the Peaks anymore. Just two red taillights blinking back at me. Chapter 12 ANGRY EVER SINCE MONDAY, SEPTEMBER 11 7:22 A.M.","Muckers"
"2E2O2L92HEC1V98XS33CQ0CP6AEHGG","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","2C55NQYN5F3VLMRZNDDNNWYB9IC8C0","A2SD7GN80U31GW","Approved","Sun Mar 02 03:38:23 GMT 2014","Sun Mar 02 03:39:28 GMT 2014","Mon Mar 03 19:39:28 PST 2014","Sun Mar 02 07:32:09 PST 2014","","","65","100% (161/161)","100% (161/161)","100% (1/1)","7:23","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Barbara Delinsky","http://bit.ly/1fzjMGA","She called friends to share the news — Elizabeth Ames Clarke, seven pounds, nineteen inches, born at 7:23 a.m. She knitted between calls, nursed the baby again, had toast and tea, then stood over the crib until her legs wobbled, before ...","Family Tree"
"26OAUC26DG6CY48XPF6KBCOK39VC5K","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","223RI8IUB2YZUBUBM8CBEL0FGTD6IN","A33UJ3SXS0H7SH","Approved","Sun Mar 02 08:09:00 GMT 2014","Sun Mar 02 08:09:50 GMT 2014","Tue Mar 04 00:09:50 PST 2014","Sun Mar 02 07:32:09 PST 2014","","","50","100% (220/220)","100% (220/220)","100% (46/46)","7:25","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","James D. Hornfischer","http://bit.ly/1eEYmME","Despite the twenty-nineminutes of ambiguity—and twenty-nine minutes is an eternity in a running battle—we do know with near certainty that the Hoel was first hitat 7:25. At 7:25 A.M.the Hoel's impossible luck ran out. Leon Kintberger had ...","The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour"
"2VMBLYHVI44TD5VFON4NPZSBBFN2WJ","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:03 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:03 GMT 2014","","","2P5EY5COW0LLC2E2666LN6VNZ8N5WY","A2SD7GN80U31GW","Approved","Sun Mar 02 00:05:45 GMT 2014","Sun Mar 02 00:06:57 GMT 2014","Mon Mar 03 16:06:57 PST 2014","Sun Mar 02 07:32:09 PST 2014","","","72","100% (161/161)","100% (161/161)","100% (1/1)","7:27","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Michael Crichton","http://bit.ly/MERaog","The future of Norton Aircraft is riding on this investigation. So I don't want to hear anything but answers. And I want them inside a week. See you tomorrow.” He turned on his heel and walked out of the room. WAR ROOM 7:27 A.M. “What an ...","Airframe: A Novel"
